channel,date,is_release,hour,messages
#ubuntu,2015-04-30,False,22,161
#ubuntu,2015-04-30,False,23,136
#ubuntu,2015-05-07,False,0,125
#ubuntu,2015-05-07,False,1,98
#ubuntu,2015-05-07,False,2,115
#ubuntu,2015-05-07,False,3,74
#ubuntu,2015-05-07,False,4,81
#ubuntu,2015-05-07,False,5,56
#ubuntu,2015-05-07,False,6,20
#ubuntu,2015-05-07,False,7,40
#ubuntu,2015-05-07,False,8,127
#ubuntu,2015-05-07,False,9,137
#ubuntu,2015-05-07,False,10,91
#ubuntu,2015-05-07,False,11,59
#ubuntu,2015-05-07,False,12,136
#ubuntu,2015-05-07,False,13,132
#ubuntu,2015-05-07,False,14,58
#ubuntu,2015-05-07,False,15,84
#ubuntu,2015-05-07,False,16,84
#ubuntu,2015-05-07,False,17,85
#ubuntu,2015-05-07,False,18,119
#ubuntu,2015-05-07,False,19,130
#ubuntu,2015-05-07,False,20,114
#ubuntu,2015-05-07,False,21,84
#ubuntu,2015-05-07,False,22,140
#ubuntu,2015-05-07,False,23,199
#ubuntu,2015-05-14,False,0,58
#ubuntu,2015-05-14,False,1,105
#ubuntu,2015-05-14,False,2,113
#ubuntu,2015-05-14,False,3,248
#ubuntu,2015-05-14,False,4,101
#ubuntu,2015-05-14,False,5,139
#ubuntu,2015-05-14,False,6,60
#ubuntu,2015-05-14,False,7,49
#ubuntu,2015-05-14,False,8,116
#ubuntu,2015-05-14,False,9,29
#ubuntu,2015-05-14,False,10,61
#ubuntu,2015-05-14,False,11,94
#ubuntu,2015-05-14,False,12,117
#ubuntu,2015-05-14,False,13,108
#ubuntu,2015-05-14,False,14,137
#ubuntu,2015-05-14,False,15,68
#ubuntu,2015-05-14,False,16,81
#ubuntu,2015-05-14,False,17,135
#ubuntu,2015-05-14,False,18,150
#ubuntu,2015-05-14,False,19,130
#ubuntu,2015-05-14,False,20,107
#ubuntu,2015-05-14,False,21,76
#ubuntu,2015-05-14,False,22,47
#ubuntu,2015-05-14,False,23,156
#ubuntu,2015-05-21,False,0,27
#ubuntu,2015-05-21,False,1,21
#ubuntu,2015-05-21,False,2,146
#ubuntu,2015-05-21,False,3,104
#ubuntu,2015-05-21,False,4,69
#ubuntu,2015-05-21,False,5,121
#ubuntu,2015-05-21,False,6,70
#ubuntu,2015-05-21,False,7,0
#ubuntu,2015-05-21,False,8,0
#ubuntu,2015-05-21,False,9,0
#ubuntu,2015-05-21,False,10,0
#ubuntu,2015-05-21,False,11,0
#ubuntu,2015-05-21,False,12,0
#ubuntu,2015-05-21,False,13,0
#ubuntu,2015-05-21,False,14,0
#ubuntu,2015-05-21,False,15,0
#ubuntu,2015-05-21,False,16,0
#ubuntu,2015-05-21,False,17,0
#ubuntu,2015-05-21,False,18,0
#ubuntu,2015-05-21,False,19,0
#ubuntu,2015-05-21,False,20,0
#ubuntu,2015-05-21,False,21,0
#ubuntu,2015-05-21,False,22,0
#ubuntu,2015-05-21,False,23,0
#ubuntu,2015-06-04,False,0,107
#ubuntu,2015-06-04,False,1,94
#ubuntu,2015-06-04,False,2,85
#ubuntu,2015-06-04,False,3,12
#ubuntu,2015-06-04,False,4,77
#ubuntu,2015-06-04,False,5,26
#ubuntu,2015-06-04,False,6,71
#ubuntu,2015-06-04,False,7,74
#ubuntu,2015-06-04,False,8,183
#ubuntu,2015-06-04,False,9,121
#ubuntu,2015-06-04,False,10,120
#ubuntu,2015-06-04,False,11,75
#ubuntu,2015-06-04,False,12,81
#ubuntu,2015-06-04,False,13,129
#ubuntu,2015-06-04,False,14,69
#ubuntu,2015-06-04,False,15,43
#ubuntu,2015-06-04,False,16,176
#ubuntu,2015-06-04,False,17,145
#ubuntu,2015-06-04,False,18,268
#ubuntu,2015-06-04,False,19,141
#ubuntu,2015-06-04,False,20,168
#ubuntu,2015-06-04,False,21,256
#ubuntu,2015-06-04,False,22,174
#ubuntu,2015-06-04,False,23,92
#ubuntu,2015-06-11,False,0,132
#ubuntu,2015-06-11,False,1,127
#ubuntu,2015-06-11,False,2,172
#ubuntu,2015-06-11,False,3,60
#ubuntu,2015-06-11,False,4,72
#ubuntu,2015-06-11,False,5,100
#ubuntu,2015-06-11,False,6,44
#ubuntu,2015-06-11,False,7,33
#ubuntu,2015-06-11,False,8,74
#ubuntu,2015-06-11,False,9,76
#ubuntu,2015-06-11,False,10,56
#ubuntu,2015-06-11,False,11,157
#ubuntu,2015-06-11,False,12,81
#ubuntu,2015-06-11,False,13,219
#ubuntu,2015-06-11,False,14,154
#ubuntu,2015-06-11,False,15,146
#ubuntu,2015-06-11,False,16,100
#ubuntu,2015-06-11,False,17,168
#ubuntu,2015-06-11,False,18,98
#ubuntu,2015-06-11,False,19,81
#ubuntu,2015-06-11,False,20,110
#ubuntu,2015-06-11,False,21,112
#ubuntu,2015-06-11,False,22,41
#ubuntu,2015-06-11,False,23,78
#ubuntu,2015-06-18,False,0,27
#ubuntu,2015-06-18,False,1,82
#ubuntu,2015-06-18,False,2,59
#ubuntu,2015-06-18,False,3,86
#ubuntu,2015-06-18,False,4,98
#ubuntu,2015-06-18,False,5,77
#ubuntu,2015-06-18,False,6,25
#ubuntu,2015-06-18,False,7,131
#ubuntu,2015-06-18,False,8,111
#ubuntu,2015-06-18,False,9,54
#ubuntu,2015-06-18,False,10,126
#ubuntu,2015-06-18,False,11,86
#ubuntu,2015-06-18,False,12,244
#ubuntu,2015-06-18,False,13,137
#ubuntu,2015-06-18,False,14,79
#ubuntu,2015-06-18,False,15,118
#ubuntu,2015-06-18,False,16,87
#ubuntu,2015-06-18,False,17,73
#ubuntu,2015-06-18,False,18,69
#ubuntu,2015-06-18,False,19,129
#ubuntu,2015-06-18,False,20,70
#ubuntu,2015-06-18,False,21,178
#ubuntu,2015-06-18,False,22,76
#ubuntu,2015-06-18,False,23,91
#ubuntu,2015-06-25,False,0,75
#ubuntu,2015-06-25,False,1,89
#ubuntu,2015-06-25,False,2,162
#ubuntu,2015-06-25,False,3,57
#ubuntu,2015-06-25,False,4,72
#ubuntu,2015-06-25,False,5,76
#ubuntu,2015-06-25,False,6,80
#ubuntu,2015-06-25,False,7,24
#ubuntu,2015-06-25,False,8,105
#ubuntu,2015-06-25,False,9,75
#ubuntu,2015-06-25,False,10,53
#ubuntu,2015-06-25,False,11,49
#ubuntu,2015-06-25,False,12,100
#ubuntu,2015-06-25,False,13,77
#ubuntu,2015-06-25,False,14,177
#ubuntu,2015-06-25,False,15,172
#ubuntu,2015-06-25,False,16,143
#ubuntu,2015-06-25,False,17,71
#ubuntu,2015-06-25,False,18,22
#ubuntu,2015-06-25,False,19,90
#ubuntu,2015-06-25,False,20,101
#ubuntu,2015-06-25,False,21,144
#ubuntu,2015-06-25,False,22,102
#ubuntu,2015-06-25,False,23,130
#ubuntu,2015-07-02,False,0,106
#ubuntu,2015-07-02,False,1,88
#ubuntu,2015-07-02,False,2,19
#ubuntu,2015-07-02,False,3,45
#ubuntu,2015-07-02,False,4,150
#ubuntu,2015-07-02,False,5,158
#ubuntu,2015-07-02,False,6,80
#ubuntu,2015-07-02,False,7,95
#ubuntu,2015-07-02,False,8,109
#ubuntu,2015-07-02,False,9,115
#ubuntu,2015-07-02,False,10,148
#ubuntu,2015-07-02,False,11,105
#ubuntu,2015-07-02,False,12,77
#ubuntu,2015-07-02,False,13,105
#ubuntu,2015-07-02,False,14,67
#ubuntu,2015-07-02,False,15,87
#ubuntu,2015-07-02,False,16,97
#ubuntu,2015-07-02,False,17,94
#ubuntu,2015-07-02,False,18,90
#ubuntu,2015-07-02,False,19,81
#ubuntu,2015-07-02,False,20,127
#ubuntu,2015-07-02,False,21,34
#ubuntu,2015-07-02,False,22,80
#ubuntu,2015-07-02,False,23,86
#ubuntu,2015-07-09,False,0,113
#ubuntu,2015-07-09,False,1,48
#ubuntu,2015-07-09,False,2,144
#ubuntu,2015-07-09,False,3,113
#ubuntu,2015-07-09,False,4,131
#ubuntu,2015-07-09,False,5,152
#ubuntu,2015-07-09,False,6,84
#ubuntu,2015-07-09,False,7,44
#ubuntu,2015-07-09,False,8,9
#ubuntu,2015-07-09,False,9,52
#ubuntu,2015-07-09,False,10,29
#ubuntu,2015-07-09,False,11,85
#ubuntu,2015-07-09,False,12,61
#ubuntu,2015-07-09,False,13,79
#ubuntu,2015-07-09,False,14,166
#ubuntu,2015-07-09,False,15,93
#ubuntu,2015-07-09,False,16,124
#ubuntu,2015-07-09,False,17,107
#ubuntu,2015-07-09,False,18,197
#ubuntu,2015-07-09,False,19,164
#ubuntu,2015-07-09,False,20,140
#ubuntu,2015-07-09,False,21,98
#ubuntu,2015-07-09,False,22,67
#ubuntu,2015-07-09,False,23,149
#ubuntu,2015-07-16,False,0,167
#ubuntu,2015-07-16,False,1,143
#ubuntu,2015-07-16,False,2,57
#ubuntu,2015-07-16,False,3,53
#ubuntu,2015-07-16,False,4,31
#ubuntu,2015-07-16,False,5,45
#ubuntu,2015-07-16,False,6,59
#ubuntu,2015-07-16,False,7,32
#ubuntu,2015-07-16,False,8,79
#ubuntu,2015-07-16,False,9,32
#ubuntu,2015-07-16,False,10,126
#ubuntu,2015-07-16,False,11,277
#ubuntu,2015-07-16,False,12,100
#ubuntu,2015-07-16,False,13,129
#ubuntu,2015-07-16,False,14,89
#ubuntu,2015-07-16,False,15,80
#ubuntu,2015-07-16,False,16,146
#ubuntu,2015-07-16,False,17,185
#ubuntu,2015-07-16,False,18,134
#ubuntu,2015-07-16,False,19,191
#ubuntu,2015-07-16,False,20,122
#ubuntu,2015-07-16,False,21,66
#ubuntu,2015-07-16,False,22,88
#ubuntu,2015-07-16,False,23,104
#ubuntu,2015-07-23,False,0,45
#ubuntu,2015-07-23,False,1,51
#ubuntu,2015-07-23,False,2,83
#ubuntu,2015-07-23,False,3,44
#ubuntu,2015-07-23,False,4,134
#ubuntu,2015-07-23,False,5,124
#ubuntu,2015-07-23,False,6,53
#ubuntu,2015-07-23,False,7,92
#ubuntu,2015-07-23,False,8,165
#ubuntu,2015-07-23,False,9,85
#ubuntu,2015-07-23,False,10,63
#ubuntu,2015-07-23,False,11,109
#ubuntu,2015-07-23,False,12,163
#ubuntu,2015-07-23,False,13,121
#ubuntu,2015-07-23,False,14,68
#ubuntu,2015-07-23,False,15,93
#ubuntu,2015-07-23,False,16,183
#ubuntu,2015-07-23,False,17,287
#ubuntu,2015-07-23,False,18,244
#ubuntu,2015-07-23,False,19,232
#ubuntu,2015-07-23,False,20,182
#ubuntu,2015-07-23,False,21,85
#ubuntu,2015-07-23,False,22,81
#ubuntu,2015-07-23,False,23,84
#ubuntu,2015-07-30,False,0,179
#ubuntu,2015-07-30,False,1,144
#ubuntu,2015-07-30,False,2,145
#ubuntu,2015-07-30,False,3,150
#ubuntu,2015-07-30,False,4,67
#ubuntu,2015-07-30,False,5,152
#ubuntu,2015-07-30,False,6,68
#ubuntu,2015-07-30,False,7,45
#ubuntu,2015-07-30,False,8,157
#ubuntu,2015-07-30,False,9,111
#ubuntu,2015-07-30,False,10,10
#ubuntu,2015-07-30,False,11,56
#ubuntu,2015-07-30,False,12,26
#ubuntu,2015-07-30,False,13,70
#ubuntu,2015-07-30,False,14,40
#ubuntu,2015-07-30,False,15,77
#ubuntu,2015-07-30,False,16,189
#ubuntu,2015-07-30,False,17,220
#ubuntu,2015-07-30,False,18,95
#ubuntu,2015-07-30,False,19,125
#ubuntu,2015-07-30,False,20,131
#ubuntu,2015-07-30,False,21,90
#ubuntu,2015-07-30,False,22,80
#ubuntu,2015-07-30,False,23,175
#ubuntu,2015-08-06,False,0,122
#ubuntu,2015-08-06,False,1,97
#ubuntu,2015-08-06,False,2,129
#ubuntu,2015-08-06,False,3,405
#ubuntu,2015-08-06,False,4,320
#ubuntu,2015-08-06,False,5,163
#ubuntu,2015-08-06,False,6,263
#ubuntu,2015-08-06,False,7,59
#ubuntu,2015-08-06,False,8,43
#ubuntu,2015-08-06,False,9,53
#ubuntu,2015-08-06,False,10,53
#ubuntu,2015-08-06,False,11,72
#ubuntu,2015-08-06,False,12,42
#ubuntu,2015-08-06,False,13,49
#ubuntu,2015-08-06,False,14,74
#ubuntu,2015-08-06,False,15,253
#ubuntu,2015-08-06,False,16,190
#ubuntu,2015-08-06,False,17,239
#ubuntu,2015-08-06,False,18,211
#ubuntu,2015-08-06,False,19,231
#ubuntu,2015-08-06,False,20,129
#ubuntu,2015-08-06,False,21,117
#ubuntu,2015-08-06,False,22,107
#ubuntu,2015-08-06,False,23,95
#ubuntu,2015-08-13,False,0,162
#ubuntu,2015-08-13,False,1,109
#ubuntu,2015-08-13,False,2,91
#ubuntu,2015-08-13,False,3,130
#ubuntu,2015-08-13,False,4,56
#ubuntu,2015-08-13,False,5,37
#ubuntu,2015-08-13,False,6,156
#ubuntu,2015-08-13,False,7,79
#ubuntu,2015-08-13,False,8,237
#ubuntu,2015-08-13,False,9,146
#ubuntu,2015-08-13,False,10,116
#ubuntu,2015-08-13,False,11,132
#ubuntu,2015-08-13,False,12,107
#ubuntu,2015-08-13,False,13,105
#ubuntu,2015-08-13,False,14,150
#ubuntu,2015-08-13,False,15,89
#ubuntu,2015-08-13,False,16,157
#ubuntu,2015-08-13,False,17,95
#ubuntu,2015-08-13,False,18,40
#ubuntu,2015-08-13,False,19,82
#ubuntu,2015-08-13,False,20,36
#ubuntu,2015-08-13,False,21,106
#ubuntu,2015-08-13,False,22,116
#ubuntu,2015-08-13,False,23,86
#ubuntu,2015-08-20,False,0,47
#ubuntu,2015-08-20,False,1,80
#ubuntu,2015-08-20,False,2,191
#ubuntu,2015-08-20,False,3,121
#ubuntu,2015-08-20,False,4,42
#ubuntu,2015-08-20,False,5,67
#ubuntu,2015-08-20,False,6,53
#ubuntu,2015-08-20,False,7,76
#ubuntu,2015-08-20,False,8,123
#ubuntu,2015-08-20,False,9,131
#ubuntu,2015-08-20,False,10,105
#ubuntu,2015-08-20,False,11,166
#ubuntu,2015-08-20,False,12,83
#ubuntu,2015-08-20,False,13,196
#ubuntu,2015-08-20,False,14,189
#ubuntu,2015-08-20,False,15,114
#ubuntu,2015-08-20,False,16,141
#ubuntu,2015-08-20,False,17,105
#ubuntu,2015-08-20,False,18,122
#ubuntu,2015-08-20,False,19,80
#ubuntu,2015-08-20,False,20,62
#ubuntu,2015-08-20,False,21,71
#ubuntu,2015-08-20,False,22,107
#ubuntu,2015-08-20,False,23,126
#ubuntu,2015-08-27,False,0,135
#ubuntu,2015-08-27,False,1,130
#ubuntu,2015-08-27,False,2,160
#ubuntu,2015-08-27,False,3,89
#ubuntu,2015-08-27,False,4,13
#ubuntu,2015-08-27,False,5,52
#ubuntu,2015-08-27,False,6,26
#ubuntu,2015-08-27,False,7,103
#ubuntu,2015-08-27,False,8,82
#ubuntu,2015-08-27,False,9,110
#ubuntu,2015-08-27,False,10,132
#ubuntu,2015-08-27,False,11,78
#ubuntu,2015-08-27,False,12,168
#ubuntu,2015-08-27,False,13,158
#ubuntu,2015-08-27,False,14,115
#ubuntu,2015-08-27,False,15,99
#ubuntu,2015-08-27,False,16,249
#ubuntu,2015-08-27,False,17,185
#ubuntu,2015-08-27,False,18,196
#ubuntu,2015-08-27,False,19,198
#ubuntu,2015-08-27,False,20,195
#ubuntu,2015-08-27,False,21,274
#ubuntu,2015-08-27,False,22,137
#ubuntu,2015-08-27,False,23,75
#ubuntu,2015-09-03,False,0,111
#ubuntu,2015-09-03,False,1,49
#ubuntu,2015-09-03,False,2,53
#ubuntu,2015-09-03,False,3,127
#ubuntu,2015-09-03,False,4,74
#ubuntu,2015-09-03,False,5,38
#ubuntu,2015-09-03,False,6,32
#ubuntu,2015-09-03,False,7,46
#ubuntu,2015-09-03,False,8,110
#ubuntu,2015-09-03,False,9,170
#ubuntu,2015-09-03,False,10,115
#ubuntu,2015-09-03,False,11,39
#ubuntu,2015-09-03,False,12,141
#ubuntu,2015-09-03,False,13,297
#ubuntu,2015-09-03,False,14,230
#ubuntu,2015-09-03,False,15,68
#ubuntu,2015-09-03,False,16,135
#ubuntu,2015-09-03,False,17,248
#ubuntu,2015-09-03,False,18,271
#ubuntu,2015-09-03,False,19,176
#ubuntu,2015-09-03,False,20,74
#ubuntu,2015-09-03,False,21,114
#ubuntu,2015-09-03,False,22,138
#ubuntu,2015-09-03,False,23,61
#ubuntu,2015-09-10,False,0,27
#ubuntu,2015-09-10,False,1,70
#ubuntu,2015-09-10,False,2,90
#ubuntu,2015-09-10,False,3,51
#ubuntu,2015-09-10,False,4,76
#ubuntu,2015-09-10,False,5,103
#ubuntu,2015-09-10,False,6,86
#ubuntu,2015-09-10,False,7,58
#ubuntu,2015-09-10,False,8,64
#ubuntu,2015-09-10,False,9,50
#ubuntu,2015-09-10,False,10,73
#ubuntu,2015-09-10,False,11,155
#ubuntu,2015-09-10,False,12,246
#ubuntu,2015-09-10,False,13,165
#ubuntu,2015-09-10,False,14,104
#ubuntu,2015-09-10,False,15,211
#ubuntu,2015-09-10,False,16,241
#ubuntu,2015-09-10,False,17,209
#ubuntu,2015-09-10,False,18,255
#ubuntu,2015-09-10,False,19,215
#ubuntu,2015-09-10,False,20,114
#ubuntu,2015-09-10,False,21,77
#ubuntu,2015-09-10,False,22,80
#ubuntu,2015-09-10,False,23,91
#ubuntu,2015-09-17,False,0,50
#ubuntu,2015-09-17,False,1,41
#ubuntu,2015-09-17,False,2,34
#ubuntu,2015-09-17,False,3,65
#ubuntu,2015-09-17,False,4,103
#ubuntu,2015-09-17,False,5,23
#ubuntu,2015-09-17,False,6,20
#ubuntu,2015-09-17,False,7,97
#ubuntu,2015-09-17,False,8,225
#ubuntu,2015-09-17,False,9,216
#ubuntu,2015-09-17,False,10,102
#ubuntu,2015-09-17,False,11,118
#ubuntu,2015-09-17,False,12,138
#ubuntu,2015-09-17,False,13,83
#ubuntu,2015-09-17,False,14,91
#ubuntu,2015-09-17,False,15,126
#ubuntu,2015-09-17,False,16,97
#ubuntu,2015-09-17,False,17,179
#ubuntu,2015-09-17,False,18,115
#ubuntu,2015-09-17,False,19,97
#ubuntu,2015-09-17,False,20,65
#ubuntu,2015-09-17,False,21,163
#ubuntu,2015-09-17,False,22,128
#ubuntu,2015-09-17,False,23,167
#ubuntu,2015-09-24,False,0,132
#ubuntu,2015-09-24,False,1,109
#ubuntu,2015-09-24,False,2,146
#ubuntu,2015-09-24,False,3,206
#ubuntu,2015-09-24,False,4,54
#ubuntu,2015-09-24,False,5,79
#ubuntu,2015-09-24,False,6,60
#ubuntu,2015-09-24,False,7,47
#ubuntu,2015-09-24,False,8,66
#ubuntu,2015-09-24,False,9,20
#ubuntu,2015-09-24,False,10,80
#ubuntu,2015-09-24,False,11,72
#ubuntu,2015-09-24,False,12,83
#ubuntu,2015-09-24,False,13,154
#ubuntu,2015-09-24,False,14,77
#ubuntu,2015-09-24,False,15,28
#ubuntu,2015-09-24,False,16,70
#ubuntu,2015-09-24,False,17,88
#ubuntu,2015-09-24,False,18,148
#ubuntu,2015-09-24,False,19,111
#ubuntu,2015-09-24,False,20,103
#ubuntu,2015-09-24,False,21,195
#ubuntu,2015-09-24,False,22,167
#ubuntu,2015-09-24,False,23,103
#ubuntu,2015-10-01,False,0,205
#ubuntu,2015-10-01,False,1,158
#ubuntu,2015-10-01,False,2,200
#ubuntu,2015-10-01,False,3,222
#ubuntu,2015-10-01,False,4,129
#ubuntu,2015-10-01,False,5,164
#ubuntu,2015-10-01,False,6,51
#ubuntu,2015-10-01,False,7,37
#ubuntu,2015-10-01,False,8,40
#ubuntu,2015-10-01,False,9,71
#ubuntu,2015-10-01,False,10,85
#ubuntu,2015-10-01,False,11,59
#ubuntu,2015-10-01,False,12,129
#ubuntu,2015-10-01,False,13,103
#ubuntu,2015-10-01,False,14,134
#ubuntu,2015-10-01,False,15,76
#ubuntu,2015-10-01,False,16,167
#ubuntu,2015-10-01,False,17,106
#ubuntu,2015-10-01,False,18,182
#ubuntu,2015-10-01,False,19,130
#ubuntu,2015-10-01,False,20,128
#ubuntu,2015-10-01,False,21,44
#ubuntu,2015-10-01,False,22,43
#ubuntu,2015-10-01,False,23,91
#ubuntu,2015-10-08,False,0,64
#ubuntu,2015-10-08,False,1,34
#ubuntu,2015-10-08,False,2,78
#ubuntu,2015-10-08,False,3,94
#ubuntu,2015-10-08,False,4,111
#ubuntu,2015-10-08,False,5,39
#ubuntu,2015-10-08,False,6,29
#ubuntu,2015-10-08,False,7,14
#ubuntu,2015-10-08,False,8,53
#ubuntu,2015-10-08,False,9,47
#ubuntu,2015-10-08,False,10,84
#ubuntu,2015-10-08,False,11,127
#ubuntu,2015-10-08,False,12,191
#ubuntu,2015-10-08,False,13,145
#ubuntu,2015-10-08,False,14,143
#ubuntu,2015-10-08,False,15,160
#ubuntu,2015-10-08,False,16,77
#ubuntu,2015-10-08,False,17,132
#ubuntu,2015-10-08,False,18,122
#ubuntu,2015-10-08,False,19,295
#ubuntu,2015-10-08,False,20,305
#ubuntu,2015-10-08,False,21,225
#ubuntu,2015-10-08,False,22,115
#ubuntu,2015-10-08,False,23,74
#ubuntu,2015-10-15,False,0,36
#ubuntu,2015-10-15,False,1,55
#ubuntu,2015-10-15,False,2,155
#ubuntu,2015-10-15,False,3,44
#ubuntu,2015-10-15,False,4,61
#ubuntu,2015-10-15,False,5,83
#ubuntu,2015-10-15,False,6,38
#ubuntu,2015-10-15,False,7,53
#ubuntu,2015-10-15,False,8,111
#ubuntu,2015-10-15,False,9,51
#ubuntu,2015-10-15,False,10,55
#ubuntu,2015-10-15,False,11,133
#ubuntu,2015-10-15,False,12,62
#ubuntu,2015-10-15,False,13,169
#ubuntu,2015-10-15,False,14,67
#ubuntu,2015-10-15,False,15,123
#ubuntu,2015-10-15,False,16,132
#ubuntu,2015-10-15,False,17,198
#ubuntu,2015-10-15,False,18,114
#ubuntu,2015-10-15,False,19,148
#ubuntu,2015-10-15,False,20,228
#ubuntu,2015-10-15,False,21,295
#ubuntu,2015-10-15,False,22,112
#ubuntu,2015-10-15,False,23,30
#ubuntu,2015-10-22,True,0,30
#ubuntu,2015-10-22,True,1,59
#ubuntu,2015-10-22,True,2,13
#ubuntu,2015-10-22,True,3,12
#ubuntu,2015-10-22,True,4,32
#ubuntu,2015-10-22,True,5,63
#ubuntu,2015-10-22,True,6,74
#ubuntu,2015-10-22,True,7,47
#ubuntu,2015-10-22,True,8,97
#ubuntu,2015-10-22,True,9,93
#ubuntu,2015-10-22,True,10,186
#ubuntu,2015-10-22,True,11,211
#ubuntu,2015-10-22,True,12,105
#ubuntu,2015-10-22,True,13,131
#ubuntu,2015-10-22,True,14,144
#ubuntu,2015-10-22,True,15,85
#ubuntu,2015-10-22,True,16,132
#ubuntu,2015-10-22,True,17,133
#ubuntu,2015-10-22,True,18,192
#ubuntu,2015-10-22,True,19,269
#ubuntu,2015-10-22,True,20,316
#ubuntu,2015-10-22,True,21,428
#ubuntu,2015-10-22,True,22,391
#ubuntu,2015-10-22,True,23,163
#ubuntu,2015-10-29,False,0,166
#ubuntu,2015-10-29,False,1,238
#ubuntu,2015-10-29,False,2,219
#ubuntu,2015-10-29,False,3,137
#ubuntu,2015-10-29,False,4,13
#ubuntu,2015-10-29,False,5,46
#ubuntu,2015-10-29,False,6,67
#ubuntu,2015-10-29,False,7,17
#ubuntu,2015-10-29,False,8,147
#ubuntu,2015-10-29,False,9,43
#ubuntu,2015-10-29,False,10,162
#ubuntu,2015-10-29,False,11,42
#ubuntu,2015-10-29,False,12,175
#ubuntu,2015-10-29,False,13,137
#ubuntu,2015-10-29,False,14,200
#ubuntu,2015-10-29,False,15,185
#ubuntu,2015-10-29,False,16,121
#ubuntu,2015-10-29,False,17,154
#ubuntu,2015-10-29,False,18,247
#ubuntu,2015-10-29,False,19,285
#ubuntu,2015-10-29,False,20,228
#ubuntu,2015-10-29,False,21,289
#ubuntu,2015-10-29,False,22,267
#ubuntu,2015-10-29,False,23,99
#ubuntu,2015-11-19,False,0,135
#ubuntu,2015-11-19,False,1,124
#ubuntu,2015-11-19,False,2,155
#ubuntu,2015-11-19,False,3,145
#ubuntu,2015-11-19,False,4,99
#ubuntu,2015-11-19,False,5,35
#ubuntu,2015-11-19,False,6,37
#ubuntu,2015-11-19,False,7,15
#ubuntu,2015-11-19,False,8,123
#ubuntu,2015-11-19,False,9,150
#ubuntu,2015-11-19,False,10,57
#ubuntu,2015-11-19,False,11,94
#ubuntu,2015-11-19,False,12,121
#ubuntu,2015-11-19,False,13,81
#ubuntu,2015-11-19,False,14,114
#ubuntu,2015-11-19,False,15,56
#ubuntu,2015-11-19,False,16,133
#ubuntu,2015-11-19,False,17,169
#ubuntu,2015-11-19,False,18,84
#ubuntu,2015-11-19,False,19,192
#ubuntu,2015-11-19,False,20,195
#ubuntu,2015-11-19,False,21,89
#ubuntu,2015-11-19,False,22,99
#ubuntu,2015-11-19,False,23,108
#ubuntu,2015-11-26,False,0,156
#ubuntu,2015-11-26,False,1,54
#ubuntu,2015-11-26,False,2,17
#ubuntu,2015-11-26,False,3,68
#ubuntu,2015-11-26,False,4,172
#ubuntu,2015-11-26,False,5,160
#ubuntu,2015-11-26,False,6,180
#ubuntu,2015-11-26,False,7,57
#ubuntu,2015-11-26,False,8,37
#ubuntu,2015-11-26,False,9,29
#ubuntu,2015-11-26,False,10,53
#ubuntu,2015-11-26,False,11,47
#ubuntu,2015-11-26,False,12,35
#ubuntu,2015-11-26,False,13,109
#ubuntu,2015-11-26,False,14,253
#ubuntu,2015-11-26,False,15,66
#ubuntu,2015-11-26,False,16,46
#ubuntu,2015-11-26,False,17,92
#ubuntu,2015-11-26,False,18,106
#ubuntu,2015-11-26,False,19,13
#ubuntu,2015-11-26,False,20,55
#ubuntu,2015-11-26,False,21,77
#ubuntu,2015-11-26,False,22,66
#ubuntu,2015-11-26,False,23,118
#ubuntu,2015-12-03,False,0,58
#ubuntu,2015-12-03,False,1,8
#ubuntu,2015-12-03,False,2,27
#ubuntu,2015-12-03,False,3,122
#ubuntu,2015-12-03,False,4,66
#ubuntu,2015-12-03,False,5,91
#ubuntu,2015-12-03,False,6,128
#ubuntu,2015-12-03,False,7,36
#ubuntu,2015-12-03,False,8,33
#ubuntu,2015-12-03,False,9,24
#ubuntu,2015-12-03,False,10,5
#ubuntu,2015-12-03,False,11,188
#ubuntu,2015-12-03,False,12,51
#ubuntu,2015-12-03,False,13,40
#ubuntu,2015-12-03,False,14,84
#ubuntu,2015-12-03,False,15,223
#ubuntu,2015-12-03,False,16,197
#ubuntu,2015-12-03,False,17,177
#ubuntu,2015-12-03,False,18,317
#ubuntu,2015-12-03,False,19,133
#ubuntu,2015-12-03,False,20,152
#ubuntu,2015-12-03,False,21,151
#ubuntu,2015-12-03,False,22,26
#ubuntu,2015-12-03,False,23,182
#ubuntu,2015-12-10,False,0,69
#ubuntu,2015-12-10,False,1,35
#ubuntu,2015-12-10,False,2,76
#ubuntu,2015-12-10,False,3,76
#ubuntu,2015-12-10,False,4,65
#ubuntu,2015-12-10,False,5,147
#ubuntu,2015-12-10,False,6,45
#ubuntu,2015-12-10,False,7,20
#ubuntu,2015-12-10,False,8,57
#ubuntu,2015-12-10,False,9,50
#ubuntu,2015-12-10,False,10,114
#ubuntu,2015-12-10,False,11,104
#ubuntu,2015-12-10,False,12,125
#ubuntu,2015-12-10,False,13,174
#ubuntu,2015-12-10,False,14,172
#ubuntu,2015-12-10,False,15,169
#ubuntu,2015-12-10,False,16,165
#ubuntu,2015-12-10,False,17,321
#ubuntu,2015-12-10,False,18,204
#ubuntu,2015-12-10,False,19,134
#ubuntu,2015-12-10,False,20,133
#ubuntu,2015-12-10,False,21,144
#ubuntu,2015-12-10,False,22,125
#ubuntu,2015-12-10,False,23,133
#ubuntu,2015-12-17,False,0,91
